Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPANIGERU ROAD/ Scheme Name: HANDPUMP,/SC1871241",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,11/07/2020,589/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035826915
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HP UP SCHOOL/ Scheme Name: HANDPUMP,/SC1871242",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,09/07/2020,552/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035814144
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPAT LIBRARY/ Scheme Name: HANDPUMP,/SC1871243",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,11/07/2020,592/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035827386
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPAT LIBRARY/ Scheme Name: HANDPUMP,/SC1871243",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,17/08/2020,937/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035800528
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPASR COLONY/ Scheme Name: HANDPUMP,/SC1871244",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,11/07/2020,590/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035827018
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPASR COLONY/ Scheme Name: HANDPUMP,/SC1871244",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,17/08/2020,935/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035800462
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPCARPENTER COLONY/ Scheme Name: HANDPUMP,/SC1871245",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,11/07/2020,596/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035827974
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPCARPENTER COLONY/ Scheme Name: HANDPUMP,/SC1871245",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,06/02/2021,4091/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0037148739
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPCARPENTER COLONY/ Scheme Name: HANDPUMP,/SC1871245",Deep Tubewell,KAKINADA / DISTRICT Lab,19/12/2020,1417 ,1.000,Nil,0.210,0.110,121.000,6.000,52.000,110.000,40.000,Nil,Nil,Nil,7.590,Nil,910.000,448.000,Nil,382.000,Nil,Nil,L0035220665
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPCARPENTER COLONY/ Scheme Name: HANDPUMP,/SC1871245",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,17/08/2020,940/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035800625
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPGADDIBUNGLOW/ Scheme Name: HANDPUMP,/SC1871247",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,10/07/2020,606/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035828996
